FRAME,TARGET LINK,ROUTE COUNT,FINAL CAPACITY, MALICIOUS TRAFFIC
0,,0,nan,nan
1,530 -> 529,5,12000,8000
2,530 -> 529,5,4000,16000
3,530 -> 529,5,4000,16000
4,530 -> 529,5,0,20000
5,530 -> 529,5,16000,4000
6,530 -> 529,5,20000,0
7,530 -> 529,5,12000,8000
8,530 -> 529,5,8000,12000
9,530 -> 529,5,4000,16000
10,530 -> 529,5,16000,4000
11,530 -> 529,4,16000,4000
12,530 -> 529,4,8000,12000
13,530 -> 529,4,16000,4000
14,531 -> 530,2,20000,0
15,531 -> 530,2,12000,8000
16,531 -> 530,2,16000,4000
17,531 -> 530,2,16000,4000
18,531 -> 530,2,16000,4000
19,531 -> 530,2,20000,0
20,531 -> 530,4,16000,4000
21,531 -> 530,4,16000,4000
22,531 -> 530,5,20000,0
23,531 -> 530,5,8000,12000
24,531 -> 530,5,4000,16000
25,531 -> 530,5,8000,12000
26,531 -> 530,5,12000,8000
27,531 -> 530,5,8000,12000
28,531 -> 530,5,16000,4000
29,531 -> 530,5,16000,4000
30,531 -> 530,5,4000,16000
31,531 -> 530,5,8000,12000
32,531 -> 530,5,12000,8000
33,531 -> 530,5,16000,4000
34,531 -> 530,5,16000,4000
35,531 -> 530,5,16000,4000
36,531 -> 530,5,16000,4000
37,531 -> 530,4,20000,0
38,531 -> 530,4,12000,8000
39,531 -> 530,4,20000,0
40,532 -> 531,2,20000,0
41,532 -> 531,2,16000,4000
42,532 -> 531,2,16000,4000
43,532 -> 531,2,20000,0
44,532 -> 531,2,20000,0
45,532 -> 531,2,20000,0
46,532 -> 531,4,8000,12000
47,532 -> 531,4,12000,8000
48,532 -> 531,5,8000,12000
49,532 -> 531,5,16000,4000
50,532 -> 531,5,16000,4000
