FRAME,TARGET LINK,ROUTE COUNT,FINAL CAPACITY, MALICIOUS TRAFFIC
0,,0,nan,nan
1,276 -> 275,2,20000,0
2,276 -> 275,2,16000,4000
3,276 -> 275,2,20000,0
4,276 -> 275,4,8000,12000
5,276 -> 275,3,20000,0
6,276 -> 275,3,12000,8000
7,276 -> 275,3,20000,0
8,276 -> 275,4,8000,12000
9,276 -> 275,2,20000,0
10,276 -> 275,3,16000,4000
11,276 -> 275,4,20000,0
12,276 -> 275,4,8000,12000
13,276 -> 275,4,20000,0
14,276 -> 275,4,20000,0
15,276 -> 275,1,20000,0
16,276 -> 275,3,20000,0
17,276 -> 275,4,4000,16000
18,276 -> 275,2,20000,0
19,276 -> 275,4,8000,12000
20,276 -> 275,4,20000,0
21,276 -> 275,2,16000,4000
22,276 -> 275,3,20000,0
23,276 -> 275,4,20000,0
24,276 -> 275,4,20000,0
25,277 -> 276,2,20000,0
26,277 -> 276,4,8000,12000
27,277 -> 276,4,20000,0
28,277 -> 276,3,20000,0
29,277 -> 276,4,20000,0
30,277 -> 276,3,20000,0
31,277 -> 276,2,20000,0
32,277 -> 276,4,20000,0
33,277 -> 276,2,20000,0
34,277 -> 276,3,20000,0
35,277 -> 276,4,20000,0
36,277 -> 276,4,20000,0
37,277 -> 276,4,4000,16000
38,277 -> 276,4,20000,0
39,277 -> 276,2,20000,0
40,277 -> 276,4,20000,0
41,277 -> 276,3,20000,0
42,277 -> 276,4,20000,0
43,277 -> 276,4,4000,16000
44,277 -> 276,4,20000,0
45,277 -> 276,4,20000,0
46,277 -> 276,4,20000,0
47,277 -> 276,2,20000,0
48,277 -> 276,2,20000,0
49,277 -> 276,3,20000,0
50,277 -> 276,4,4000,16000
