FRAME,TARGET LINK,ROUTE COUNT,FINAL CAPACITY, MALICIOUS TRAFFIC
0,,0,nan,nan
1,1105 -> 1106,4,20000,0
2,1105 -> 1106,4,12000,8000
3,1105 -> 1106,4,20000,0
4,1105 -> 1106,4,20000,0
5,1105 -> 1106,4,20000,0
6,1105 -> 1106,3,16000,4000
7,1105 -> 1106,3,20000,0
8,1105 -> 1106,3,20000,0
9,1105 -> 1106,3,8000,12000
10,1105 -> 1106,3,20000,0
11,1105 -> 1106,3,12000,8000
12,1105 -> 1106,3,20000,0
13,1105 -> 1106,3,20000,0
14,1105 -> 1106,3,8000,12000
15,1105 -> 1106,3,8000,12000
16,1105 -> 1106,3,20000,0
17,1105 -> 1106,3,8000,12000
18,1105 -> 1106,3,20000,0
19,1105 -> 1106,3,20000,0
20,1106 -> 1107,4,8000,12000
21,1106 -> 1107,4,20000,0
22,1106 -> 1107,4,4000,16000
23,1106 -> 1107,4,20000,0
24,1106 -> 1107,4,4000,16000
25,1106 -> 1107,4,20000,0
26,1106 -> 1107,4,4000,16000
27,1106 -> 1107,4,16000,4000
28,1106 -> 1107,4,12000,8000
29,1106 -> 1107,4,20000,0
30,1106 -> 1107,4,20000,0
31,1106 -> 1107,4,4000,16000
32,1106 -> 1107,3,20000,0
33,1106 -> 1107,3,16000,4000
34,1106 -> 1107,3,8000,12000
35,1106 -> 1107,3,12000,8000
36,1106 -> 1107,3,8000,12000
37,1106 -> 1107,3,20000,0
38,1106 -> 1107,3,20000,0
39,1106 -> 1107,3,8000,12000
40,1106 -> 1107,3,8000,12000
41,1106 -> 1107,3,20000,0
42,1106 -> 1107,3,16000,4000
43,1106 -> 1107,3,20000,0
44,1106 -> 1107,3,20000,0
45,1106 -> 1107,3,20000,0
46,1107 -> 1108,4,20000,0
47,1107 -> 1108,4,4000,16000
48,1107 -> 1108,4,16000,4000
49,1107 -> 1108,4,20000,0
50,1107 -> 1108,4,16000,4000
