FRAME,TARGET LINK,ROUTE COUNT,FINAL CAPACITY, MALICIOUS TRAFFIC
0,,0,nan,nan
1,276 -> 275,4,16000,4000
2,276 -> 275,4,16000,4000
3,276 -> 275,4,20000,0
4,276 -> 275,4,8000,12000
5,276 -> 275,4,8000,12000
6,276 -> 275,4,12000,8000
7,276 -> 275,4,12000,8000
8,276 -> 275,4,20000,0
9,276 -> 275,4,16000,4000
10,276 -> 275,4,16000,4000
11,276 -> 275,4,8000,12000
12,276 -> 275,4,8000,12000
13,276 -> 275,4,20000,0
14,276 -> 275,4,16000,4000
15,276 -> 275,4,20000,0
16,276 -> 275,4,16000,4000
17,276 -> 275,4,20000,0
18,276 -> 275,5,4000,16000
19,276 -> 275,5,16000,4000
20,276 -> 275,4,20000,0
21,276 -> 275,4,12000,8000
22,276 -> 275,4,16000,4000
23,276 -> 275,4,12000,8000
24,276 -> 275,4,12000,8000
25,277 -> 276,4,12000,8000
26,277 -> 276,4,16000,4000
27,277 -> 276,4,16000,4000
28,277 -> 276,4,12000,8000
29,277 -> 276,4,16000,4000
30,277 -> 276,4,16000,4000
31,277 -> 276,4,12000,8000
32,277 -> 276,4,16000,4000
33,277 -> 276,4,20000,0
34,277 -> 276,4,16000,4000
35,277 -> 276,4,16000,4000
36,277 -> 276,4,20000,0
37,277 -> 276,4,12000,8000
38,277 -> 276,4,20000,0
39,277 -> 276,4,12000,8000
40,277 -> 276,4,16000,4000
41,277 -> 276,4,8000,12000
42,277 -> 276,4,16000,4000
43,277 -> 276,4,8000,12000
44,277 -> 276,5,8000,12000
45,277 -> 276,5,4000,16000
46,277 -> 276,4,12000,8000
47,277 -> 276,4,16000,4000
48,277 -> 276,4,16000,4000
49,277 -> 276,4,20000,0
50,277 -> 276,4,4000,16000
