FRAME,TARGET LINK,ROUTE COUNT,FINAL CAPACITY, MALICIOUS TRAFFIC
0,,0,nan,nan
1,666 -> 667,3,8000,12000
2,666 -> 667,3,8000,12000
3,666 -> 667,3,12000,8000
4,666 -> 667,0,20000,0
5,666 -> 667,0,20000,0
6,666 -> 667,0,20000,0
7,666 -> 667,0,20000,0
8,666 -> 667,0,20000,0
9,666 -> 667,2,20000,0
10,666 -> 667,2,20000,0
11,666 -> 667,2,16000,4000
12,666 -> 667,3,20000,0
13,666 -> 667,3,8000,12000
14,666 -> 667,3,20000,0
15,666 -> 667,3,8000,12000
16,666 -> 667,3,20000,0
17,666 -> 667,3,20000,0
18,666 -> 667,3,20000,0
19,666 -> 667,3,12000,8000
20,666 -> 667,3,12000,8000
21,666 -> 667,3,8000,12000
22,666 -> 667,3,20000,0
23,667 -> 668,3,20000,0
24,667 -> 668,2,16000,4000
25,667 -> 668,2,20000,0
26,667 -> 668,3,20000,0
27,667 -> 668,3,8000,12000
28,667 -> 668,3,20000,0
29,667 -> 668,3,20000,0
30,667 -> 668,0,20000,0
