FRAME,TARGET LINK,ROUTE COUNT,FINAL CAPACITY, MALICIOUS TRAFFIC
0,,0,nan,nan
1,785 -> 784,3,16000,4000
2,785 -> 784,3,16000,4000
3,785 -> 784,3,20000,0
4,785 -> 784,2,20000,0
5,785 -> 784,2,16000,4000
6,785 -> 784,2,16000,4000
7,785 -> 784,2,12000,8000
8,785 -> 784,2,16000,4000
9,785 -> 784,2,12000,8000
10,785 -> 784,2,16000,4000
11,785 -> 784,2,16000,4000
12,785 -> 784,2,16000,4000
13,785 -> 784,2,20000,0
14,785 -> 784,3,20000,0
15,785 -> 784,3,16000,4000
16,785 -> 784,3,16000,4000
17,785 -> 784,3,16000,4000
18,785 -> 784,3,12000,8000
19,785 -> 784,3,12000,8000
20,785 -> 784,3,16000,4000
21,785 -> 784,3,20000,0
22,785 -> 784,3,16000,4000
23,785 -> 784,3,20000,0
24,785 -> 784,3,20000,0
25,786 -> 785,3,16000,4000
26,786 -> 785,3,20000,0
27,786 -> 785,3,12000,8000
28,786 -> 785,3,12000,8000
29,786 -> 785,3,16000,4000
30,786 -> 785,2,20000,0
31,786 -> 785,2,20000,0
32,786 -> 785,2,20000,0
33,786 -> 785,2,12000,8000
34,786 -> 785,2,20000,0
35,786 -> 785,2,16000,4000
36,786 -> 785,2,16000,4000
37,786 -> 785,2,16000,4000
38,786 -> 785,2,20000,0
39,786 -> 785,2,12000,8000
40,786 -> 785,3,16000,4000
41,786 -> 785,3,16000,4000
42,786 -> 785,3,16000,4000
43,786 -> 785,3,16000,4000
44,786 -> 785,3,16000,4000
45,786 -> 785,3,16000,4000
46,786 -> 785,3,16000,4000
47,786 -> 785,3,16000,4000
48,786 -> 785,3,12000,8000
49,786 -> 785,3,20000,0
50,786 -> 785,3,16000,4000
