FRAME,TARGET LINK,ROUTE COUNT,FINAL CAPACITY, MALICIOUS TRAFFIC
0,,0,nan,nan
1,785 -> 784,3,20000,0
2,785 -> 784,3,20000,0
3,785 -> 784,3,20000,0
4,785 -> 784,2,20000,0
5,785 -> 784,2,20000,0
6,785 -> 784,2,12000,8000
7,785 -> 784,2,20000,0
8,785 -> 784,2,20000,0
9,785 -> 784,2,20000,0
10,785 -> 784,2,20000,0
11,785 -> 784,2,16000,4000
12,785 -> 784,2,20000,0
13,785 -> 784,2,20000,0
14,785 -> 784,3,8000,12000
15,785 -> 784,3,20000,0
16,785 -> 784,3,20000,0
17,785 -> 784,3,8000,12000
18,785 -> 784,3,20000,0
19,785 -> 784,3,20000,0
20,785 -> 784,3,20000,0
21,785 -> 784,3,20000,0
22,785 -> 784,3,16000,4000
23,785 -> 784,3,20000,0
24,785 -> 784,3,16000,4000
25,786 -> 785,3,16000,4000
26,786 -> 785,3,16000,4000
27,786 -> 785,3,20000,0
28,786 -> 785,3,20000,0
29,786 -> 785,3,20000,0
30,786 -> 785,2,20000,0
31,786 -> 785,2,20000,0
32,786 -> 785,2,12000,8000
33,786 -> 785,2,20000,0
34,786 -> 785,2,20000,0
35,786 -> 785,2,20000,0
36,786 -> 785,2,20000,0
37,786 -> 785,2,20000,0
38,786 -> 785,2,12000,8000
39,786 -> 785,2,20000,0
40,786 -> 785,3,20000,0
41,786 -> 785,3,20000,0
42,786 -> 785,3,16000,4000
43,786 -> 785,3,20000,0
44,786 -> 785,3,20000,0
45,786 -> 785,3,20000,0
46,786 -> 785,3,16000,4000
47,786 -> 785,3,20000,0
48,786 -> 785,3,20000,0
49,786 -> 785,3,20000,0
50,786 -> 785,3,12000,8000
