FRAME,TARGET LINK,ROUTE COUNT,FINAL CAPACITY, MALICIOUS TRAFFIC
0,,0,nan,nan
1,530 -> 529,5,20000,0
2,530 -> 529,5,20000,0
3,530 -> 529,5,4000,16000
4,530 -> 529,5,16000,4000
5,530 -> 529,5,20000,0
6,530 -> 529,5,8000,12000
7,530 -> 529,5,0,20000
8,530 -> 529,5,8000,12000
9,530 -> 529,4,20000,0
10,530 -> 529,4,4000,16000
11,530 -> 529,4,20000,0
12,531 -> 530,2,20000,0
13,531 -> 530,2,20000,0
14,531 -> 530,2,20000,0
15,531 -> 530,2,12000,8000
16,531 -> 530,2,20000,0
17,531 -> 530,2,20000,0
18,531 -> 530,4,16000,4000
19,531 -> 530,4,12000,8000
20,531 -> 530,5,20000,0
21,531 -> 530,5,16000,4000
22,531 -> 530,5,12000,8000
23,531 -> 530,5,20000,0
24,531 -> 530,5,20000,0
25,531 -> 530,5,4000,16000
26,531 -> 530,5,20000,0
27,531 -> 530,5,20000,0
28,531 -> 530,5,20000,0
29,531 -> 530,5,12000,8000
30,531 -> 530,5,20000,0
31,531 -> 530,5,20000,0
32,531 -> 530,5,12000,8000
33,531 -> 530,5,0,20000
34,531 -> 530,5,0,20000
35,531 -> 530,4,16000,4000
36,531 -> 530,4,20000,0
37,531 -> 530,4,20000,0
38,532 -> 531,2,20000,0
39,532 -> 531,2,20000,0
40,532 -> 531,2,20000,0
41,532 -> 531,2,20000,0
42,532 -> 531,2,20000,0
43,532 -> 531,2,12000,8000
44,532 -> 531,4,20000,0
45,532 -> 531,4,20000,0
46,532 -> 531,5,0,20000
47,532 -> 531,5,4000,16000
48,532 -> 531,5,20000,0
49,532 -> 531,5,16000,4000
50,532 -> 531,5,0,20000
