FRAME,TARGET LINK,ROUTE COUNT,FINAL CAPACITY, MALICIOUS TRAFFIC
0,,0,nan,nan
1,576 -> 577,5,16000,4000
2,576 -> 577,5,16000,4000
3,576 -> 577,5,12000,8000
4,576 -> 577,5,4000,16000
5,576 -> 577,5,8000,12000
6,576 -> 577,5,16000,4000
7,576 -> 577,5,16000,4000
8,576 -> 577,5,16000,4000
9,576 -> 577,5,8000,12000
10,576 -> 577,5,8000,12000
11,576 -> 577,5,20000,0
12,576 -> 577,5,16000,4000
13,576 -> 577,5,16000,4000
14,576 -> 577,5,12000,8000
15,576 -> 577,5,12000,8000
16,576 -> 577,5,16000,4000
17,576 -> 577,5,12000,8000
18,576 -> 577,5,16000,4000
19,577 -> 578,5,12000,8000
20,577 -> 578,5,8000,12000
21,577 -> 578,5,12000,8000
22,577 -> 578,5,16000,4000
23,577 -> 578,5,12000,8000
24,577 -> 578,5,12000,8000
25,577 -> 578,5,12000,8000
26,577 -> 578,5,16000,4000
27,577 -> 578,5,16000,4000
28,577 -> 578,5,16000,4000
29,577 -> 578,5,20000,0
30,577 -> 578,5,12000,8000
31,577 -> 578,5,16000,4000
32,577 -> 578,5,12000,8000
33,577 -> 578,5,12000,8000
34,577 -> 578,5,12000,8000
35,577 -> 578,5,8000,12000
36,577 -> 578,5,4000,16000
37,577 -> 578,5,8000,12000
38,577 -> 578,5,8000,12000
39,577 -> 578,5,16000,4000
40,577 -> 578,5,20000,0
41,577 -> 578,5,4000,16000
42,577 -> 578,5,12000,8000
43,577 -> 578,5,16000,4000
44,577 -> 578,5,12000,8000
45,578 -> 579,5,16000,4000
46,578 -> 579,5,16000,4000
47,578 -> 579,5,12000,8000
48,578 -> 579,5,12000,8000
49,578 -> 579,5,8000,12000
50,578 -> 579,5,16000,4000
